en	meaning_en	example_en
windfall	Unexpected gain; fallen fruit; lucky fortune; bonus.	
window	Opening; glass panel; opportunity; computer interface.	
wine	Alcoholic beverage; grape drink; fermented juice.	
wink	To close one eye briefly; quick eye signal; hint; brief moment.	
winner	Person who wins; champion; victor; successful person.	
winter	Cold season; harsh time; dormant period.	
wintertime	Winter season; cold weather period; snowy months.	
wire	Metal thread; cable; telegram; connection.	
wireless	Without wires; radio communication; Wi-Fi; remote connection.	
wisconsin	US state; midwestern state; dairy state; Great Lakes state.	
wisdom	Deep knowledge; good judgment; intelligence; understanding.	
wise	Having wisdom; intelligent; knowledgeable; smart.	
wish	Desire; hope; want; aspiration.	
wit	Quick humor; intelligence; clever speech; mental sharpness.	
witch	Person practicing magic; sorceress; magical woman; enchantress.	
witness	Person who sees event; to observe; testimony giver; spectator.	
woe	Great sorrow; distress; trouble; misfortune.	
wolf	Wild canine; pack hunter; predatory animal; fierce animal.	
woman	Woman; female adult; lady; person.	
wonder	Amazement; miracle; curiosity; marvel.	
wonton	Chinese dumpling; filled pasta; Asian food; soup dumpling.	
wood	Timber; forest; material; trees.	
woodland	Area covered with trees; forest; wooded area; tree land.	
wool	Sheep hair; soft fiber; warm material; animal fleece.	
woolen	Made of wool; wool fabric; warm clothing; wool material.	
word	Term; expression; promise; speech.	
work	Job; effort; labor; task.	
worker	Employee; laborer; person; staff.	
workflow	Sequence of work processes; work procedure; operational flow.	
workforce	Group of workers; employees; labor force; working population.	
workload	Amount of work; task burden; job quantity; work volume.	
workplace	Location of work; office; work environment; job site.	
workweek	Working days of week; business week; Monday to Friday.	
world	World; earth; globe; universe.	
worm	Long soft animal; earthworm; crawling creature; parasite.	
worry	Concern; anxiety; fear; trouble.	
worship	Religious devotion; to honor God; reverence; adoration.	
worth	Value; merit; importance; price.	
wound	Injury; cut; to injure; damage; hurt.	
wrap	To cover; packaging; to enclose; covering material.	
wreck	Destroyed remains; to destroy; ruin; accident.	
wrench	Tool for gripping; to twist; spanner; to pull forcefully.	
wrestling	Combat sport; grappling; physical contest; fighting sport.	
wrist	Joint between hand and arm; connecting joint; hand connection.	
writer	Person who writes; author; scribe; literary creator.	
wrong	Mistake; error; incorrect; improper.	
wuss	Weak person; coward; wimp; timid individual.	
x-ray	Medical imaging; electromagnetic radiation; to examine with x-rays.	
xanadu	Idyllic place; paradise; utopia; perfect location.	
xenon	Noble gas element; chemical element; inert gas; lighting gas.	
xenophobia	Fear of foreigners; hatred of strangers; prejudice against outsiders.	
xerox	Photocopy; to make copies; copying machine; duplicate.	
xmas	Christmas; holiday celebration; December 25th; festive season.	
xylitol	Sugar substitute; artificial sweetener.	
xylophone	Percussion instrument; wooden bar instrument; musical instrument.	
yak	Large hairy ox; Tibetan animal; mountain cattle; to talk constantly.	
yard	Garden; courtyard; measurement; area.	
yarn	Spun thread; wool thread; story; tale.	
year	Year; twelve months; period; age.	
yellow	The color yellow; sun color; golden color; cowardice.	
yen	Japanese currency; strong desire; craving; longing.	
yes	Affirmative answer; agreement; positive response; approval.	
yesterday	Day before today; previous day; recent past; former time.	
yield	To produce; give way; surrender; harvest; return.	
yogurt	Fermented milk product; creamy dairy food; healthy snack.	
yoke	Harness for oxen; burden; to join together; oppression.	
young	Not old; youthful; recent; juvenile; new.	
youth	Young people; early life; adolescence; vigor of young age.	
zeal	Great enthusiasm; passion; fervor; dedication.	
zebra	Striped African animal; black and white horse-like animal.	
zeppelin	Large airship; dirigible; inflatable aircraft; air balloon.	
zero	Number 0; nothing; none; starting point.	
zest	Enthusiasm; citrus peel; energy; keen enjoyment.	
zip	Fastener; to close; speed; postal code.	
zit	Skin blemish; pimple; acne; facial spot.	
zodiac	Astrological system; star signs; celestial belt; horoscope system.	
zone	Area; region; district; sector.	
zoo	Animal park; place with caged animals; wildlife exhibition.	
zoom	To move quickly; to magnify; rapid movement; video conference app.	
zucchini	Green squash vegetable; summer squash; courgette; garden vegetable.	
doughnut	A ring-shaped fried sweet pastry.	
drain	A channel for carrying away liquid.	
dread	Great fear or apprehension.	
dressing	Sauce for salads or wound covering.	
drift	To be carried slowly by current.	
drip	A small drop of liquid.	
drone	An unmanned aircraft.	
dusk	The darker stage of twilight.	
earnings	Money obtained from work or investment.	
earring	Piece of jewelry worn on the ear.	
easter	Christian festival celebrating resurrection.	
eastward	Toward the east.	
eclipse	Obscuring of celestial body.	
ecology	Study of organisms and environment.	
e-commerce	Commercial transactions via internet.	
eggplant	Purple vegetable with soft flesh.	
egypt	Country in northeastern Africa.	
elaboration	Development with more detail.	
elastic	Able to resume shape after stretching.	
electron	Negatively charged particle in atom.	
elegance	Quality of being graceful and stylish.	
elite	Most skilled or privileged group.	
ellipsis	Omission of words from speech or writing.	
e-mail	Electronic mail.	
embodiment	Representation in physical form.	
emigration	Act of leaving one's country permanently.	
eminence	Fame or recognized superiority.	
enactment	Process of passing legislation.	
frog	Tailless amphibian with long hind legs.	
frontier	Border between two countries.	
frost	Thin layer of ice crystals.	
fume	Gas or vapor that smells strongly.	
fungus	Organism that feeds on organic matter.	
funk	State of depression or bad mood.	
funny	Causing laughter or amusement.	
fury	Wild or violent anger.	
fusion	Process of joining or blending.	
fuss	Unnecessary worry or bother.	
galaxy	System of stars and planets.	
gale	Very strong wind.	
gallery	Room for displaying art.	
garlic	Strong-smelling bulb used in cooking.	
garment	Item of clothing.	
gateway	Entrance or opening.	
gathering	Assembly of people.	
gaze	Look steadily and intently.	
geek	Person obsessed with technology.	
gem	A precious or semi-precious stone; a valuable mineral specimen.	
general	High-ranking military officer.	
generosity	Quality of being generous.	
genesis	Origin or beginning.	
genius	Exceptional intellectual ability.	
gentleman	Polite or refined man.	
geography	Study of earth's features.	
germ	Microorganism causing disease.	
gesture	Movement of body to express meaning.	
ghost	Spirit of dead person.	
giant	Creature of great size.	
gibbon	Small ape with long arms.	
gig	Live performance by musician.	
gin	Alcoholic spirit flavored with juniper.	
ginger	Spicy root used in cooking.	
giraffe	Tall African mammal with long neck.	
glee	Feeling of joy and excitement.	
glitter	Shine brightly with flashing light.	
globe	Spherical model of earth.	
gloom	Partial darkness or sadness.	
glory	Magnificence or honor.	
glove	Covering for hand with fingers.	
glow	Steady light without flame.	
glue	Sticky substance for joining things.	
go	Movement; departure; journey; progress.	
goat	Hardy domesticated mammal.	
goddess	A female deity; a divine feminine being worshipped in religion.	
goodwill	Friendly or helpful attitude.	
gorilla	Largest living primate.	
gospel	Teaching of Jesus Christ.	
gossip	Casual talk about other people.	
governor	Elected head of state.	
gown	Long dress worn on formal occasions.	
grace	Elegance of movement or manner.	
graduation	Successful completion of course.	
grain	Seeds from cereal plants.	
gram	Metric unit of mass.	
grammar	Rules of language structure.	
grand	Large and impressive.	
grandparent	Parent of one's father or mother.	
grape	Small round fruit growing in clusters.	
grasp	Grip firmly with hand.	
gratification	Pleasure from satisfaction of desire.	
gratitude	Quality of being thankful.	
grave	Place where dead body is buried.	
gravity	Force that attracts objects downward.	
gravy	Sauce made from meat juices.	
greek	Person from Greece.	
green	The color green; grass color; nature color; inexperience.	
greeting	Polite word of welcome.	
grenade	Small explosive device.	
grid	Framework of parallel lines.	
grief	Deep sorrow from loss.	
grip	Firm hold with hand.	
guarantee	Formal promise of quality.	
guitar	Stringed musical instrument.	
gum	Sticky substance or tissue in mouth.	
gun	Weapon that fires bullets.	
gut	Stomach or intestine.	
gutter	Channel for rainwater.	
gym	Room for physical exercise.	
gymnastics	Exercises developing agility.	
hail	Pellets of frozen rain.	
halt	To bring to a stop; to cease movement or activity completely.	
hamburger	Sandwich with meat patty.	
hammer	Tool for hitting nails.	
handkerchief	Small cloth for wiping nose.	
hangover	Illness after drinking alcohol.	
harbor	Sheltered port for ships.	
hardship	Severe suffering or privation.	
hare	Fast-running mammal with long ears.	
harmony	Pleasing arrangement of parts.	
harp	Musical instrument with strings.	
harvest	Gathering of ripe crops.	
hatred	Intense dislike.	
hawk	Bird of prey with curved beak.	
hay	Dried grass used as fodder.	
hazard	Danger or risk; a potential source of harm or peril.	
haze	Fine dust or smoke in air.	
headache	A pain or ache in the head; cephalgia; cranial discomfort.	
heading	Title at top of page.	
headline	Title of newspaper article.	
heel	Back part of foot.	
helm	Steering wheel of ship.	
hen	Adult female chicken, typically kept for laying eggs.	
herald	Official messenger who makes public announcements.	
herb	Plant used for food, medicine, or fragrance.	
herd	Group of animals living or moving together.	
heroic	Having the characteristics of a hero; very brave.	
heroine	Woman admired for courage or noble qualities.	
hertz	Unit of frequency equal to one cycle per second.	
high	Height; high place; elevated position; peak.	
highland	Mountainous region; elevated land area.	
highway	Main road for fast traffic between cities.	
hindrance	Thing that provides resistance or delay.	
hip	Joint connecting leg to torso; fashionable.	
hockey	Team sport played with sticks and puck/ball.	
hoe	Garden tool for breaking up soil.	
hog	Pig, especially one kept for meat.	
holy	Dedicated to God; sacred.	
homage	Special honor or respect shown publicly.	
homework	School assignments done at home.	
homicide	Deliberate killing of another person.	
hood	Covering for head; car engine cover.	
hop	Jump on one foot; short journey.	
horizon	Line where earth meets sky.	
hormone	Chemical messenger in living organisms.	
horn	Hard projection on animal head; musical instrument.	
hose	Flexible tube for conveying water.	
hospitality	Friendly reception and treatment of guests.	
hostility	Aggressive or unfriendly behavior.	
housewife	A woman who manages household affairs; a domestic caregiver.	
hue	A color or shade; how light or dark a color appears.	
humanism	Philosophical stance emphasizing human value and rational thinking.	
humanity	The human race collectively.	
hunter	A person who hunts wild animals for food, sport, or pest control.	
hurricane	Severe tropical storm with strong winds; Atlantic cyclone.	
hydrogen	Lightest chemical element in universe; symbol H.	
hypocrisy	Claiming moral standards while behaving otherwise; false virtue.	
hypothesis	A proposed explanation or theory that can be tested through.	
iceberg	Large ice mass floating in ocean; mostly underwater.	
idiom	Expression with non-literal meaning; figurative phrase.	
idleness	The state of being inactive or not working; laziness.	
idol	An object of worship; a person who is greatly admired or revered.	
illumination	Lighting or light; spiritual or intellectual enlightenment.	
illusion	A false perception or belief; something that appears real but is not.	
illustration	A drawing or picture that explains or decorates text.	
imitation	The action of copying someone or something; a copy or reproduction.	
immigration	The action of coming to live permanently in a foreign country.	
imperative	Something that is extremely important or urgent; a command or instruction.	
imperfection	A fault or defect; the state of being imperfect.	
implement	A tool or piece of equipment; the process of putting something into action.	
imposition	The action of imposing something unwelcome; an unfair burden or demand.	
imprisonment	The state of being confined in prison; the act of putting someone in prison.	
impulse	A sudden desire or urge to act; an electrical signal in the nervous system.	
incarceration	The state of being imprisoned; confinement in jail or prison.	
incentive	Something that motivates or encourages someone to take action.	
inclination	A tendency to do something; a slope or slant.	
inconsistency	The state of being inconsistent; lack of agreement or harmony.	
indian	A person from India; relating to India or its people.	
individuality	The quality or character that distinguishes one person from others; uniqueness.	
infancy	The state or period of being an infant; the early stage of development.	
infant	A very young child, especially one newly born.	
infinite	Limitless or endless in space, extent, or size; impossible to measure.	
influenza	Viral respiratory infection causing fever and aches.	
infringement	The action of breaking the terms of a law, agreement, or right.	
ingredient	Any of the foods or substances that are combined to make a dish or product.	
inhabitant	A person or animal that lives in or occupies a place.	
inheritance	Money or property received from deceased person; genetic legacy.	
injection	An instance of injecting or being injected with a substance.	
inn	A small hotel, typically in the country.	
innocence	The state, quality, or fact of being innocent of a crime or offense.	
inscription	Words inscribed, especially as a formal or permanent record.	
insolvency	The state of being unable to pay debts owed.	
inspector	An official employed to ensure that official regulations are obeyed.	
instant	A very brief moment of time; happening immediately.	
instinct	An innate, typically fixed pattern of behavior; natural intuitive knowledge.	
institute	An organization for education, research, or professional purposes.	
insult	A disrespectful or scornfully abusive remark or action.	
insurgent	A person fighting against a government or invading force; a rebel.	
insurrection	A violent uprising against an authority or government.	
intellect	The faculty of reasoning and understanding objectively.	
interjection	An abrupt remark, especially as an aside or interruption.	
intermission	A pause or break in activity.	
interruption	The action of interrupting or being interrupted.	
invalid	A person made weak or disabled by illness or injury.	
invention	The action of inventing something or the process of being invented.	
inventor	A person who invented a particular process or device.	
investigation	The action of investigating something or someone.	
investor	A person or organization that puts money into financial ventures.	
invoice	A list of goods sent or services provided, with a statement of the sum due.	
ion	An atom or molecule with a net electric charge.	
iris	A flat, colored, ring-shaped membrane behind the cornea of the eye.	
irony	The expression of meaning through the use of language signifying the opposite.	
irrigation	The artificial application of water to land for growing crops.	
irritation	The state of feeling annoyed, impatient, or angry.	
islam	The religion of the Muslims, revealed through Muhammad.	
isle	An island, especially a small one.	
italian	A native or citizen of Italy, or a person of Italian descent.	
kangaroo	A large plant-eating marsupial with a long powerful tail.	
keep	The strongest or central tower of a castle.	
kernel	A softer, usually edible part of a nut, seed, or fruit stone.	
ketchup	A smooth sauce made chiefly from tomatoes.	
kettle	A container used for boiling water.	
kidney	Each of a pair of organs that filter waste products from the blood.	
kilometer	A metric unit of measurement equal to 1,000 meters.	
kindness	The quality of being friendly, generous, or considerate.	
kingdom	A country, state, or territory ruled by a king or queen.	
kinship	Blood relationship; family relationship.	
kit	A set of articles or equipment needed for a specific purpose.	
kite	A toy consisting of a light frame covered with thin material.	
knight	A medieval warrior or person given a honorary title by a monarch.	
knot	A fastening made by looping and tying rope or string.	
knuckle	A joint of a finger.	
koala	A tree-dwelling marsupial native to Australia.	
korean	A person from Korea or the Korean language.	
label	A piece of paper or material attached to identify or describe something.	
laboratory	A room or building equipped for scientific experiments.	
ladder	A structure with rungs used for climbing up or down.	
lamb	A young sheep; a baby ovine animal under one year old.	
landing	A platform at the top of stairs or where aircraft touches ground.	
landscape	The visible features of an area of land.	
liberty	The state of being free from oppression or control.	
lick	A single stroke of the tongue.	
lieutenant	A military rank below captain.	
lightning	A natural electrical discharge during storms.	
lilac	A fragrant purple or white flowering shrub.	
lily	A plant with large trumpet-shaped flowers.	
limb	An arm or leg of a person or animal.	
lime	A green citrus fruit.	
lion	A large wild cat known as the king of beasts.	
lip	Either of the fleshy parts forming the edge of the mouth.	
liquid	A substance that flows freely but is incompressible.	
liquor	Alcoholic drink, especially spirits.	
litter	Trash scattered in public places or a group of young animals.	
liver	A large organ that processes toxins in the body.	
livestock	Farm animals kept for use or profit.	
lizard	A cold-blooded reptile with four legs and a long tail.	
llama	A South American pack animal related to the camel.	
load	A heavy or bulky thing being carried.	
lobster	A large marine crustacean with claws.	
locality	An area or neighborhood.	
locker	A small lockable compartment for storage.	
locust	A grasshopper that can form destructive swarms.	
maker	A person or thing that makes something.	
makeup	Cosmetics applied to enhance appearance.	
malt	Grain that has been processed for brewing or distilling.	
mammoth	An extinct elephant-like creature or something very large.	
mango	A tropical fruit with sweet orange flesh.	
manifestation	An event or display that clearly shows something.	
mankind	Human beings collectively.	
manufacture	The making of articles on a large scale using machinery.	
maple	A tree known for its distinctive leaves and syrup.	
marathon	A long-distance running race.	
marble	A hard crystalline rock used in sculpture.	
mare	An adult female horse.	
margin	An edge or border, or an amount by which something is won.	
marine	Related to the sea or a member of naval forces.	
marketing	The promotion and selling of products or services.	
marketplace	An area where commercial dealings are conducted.	
marrow	The soft tissue inside bones.	
mars	The fourth planet from the sun.	
marsh	An area of low-lying land that is flooded.	
marvel	A wonderful or astonishing person or thing.	
maryland	A state in the eastern United States.	
masculine	Having qualities traditionally associated with men.	
mask	A covering worn on the face for disguise or protection.	
mass	A large body of matter or a religious service.	
massage	The rubbing of muscles and joints to relieve tension.	
master	A man in authority or someone highly skilled.	
masterpiece	A work of outstanding artistry or skill.	
mastery	Comprehensive knowledge of a subject.	
mathematics	The abstract science of number, quantity, and space.	
microorganism	A microscopic organism.	
microscope	An instrument for viewing very small objects.	
midnight	Twelve o'clock at night.	
midst	The middle part or point.	
migration	Movement from one place to another.	
mile	A unit of distance equal to 1,609 meters.	
milieu	A person's social environment.	
military	The armed forces of a country.	
mill	A building with machinery for processing materials.	
mine	An excavation for extracting minerals.	
mining	The extraction of minerals from the ground.	
minister	A government official or religious leader.	
ministry	A government department or religious work.	
miracle	A surprising and welcome event attributed to divine intervention.	
mischief	Playful misbehavior or trouble caused by someone.	
misdemeanor	A minor wrongdoing or petty crime.	
misery	A state of great distress or discomfort.	
misfortune	Bad luck or an unfortunate condition.	
missile	A weapon that is fired or thrown at a target.	
missionary	A person sent on a religious mission.	
mississippi	A state in the southern United States.	
mist	A cloud of tiny water droplets in the air.	
mister	A title used before a man's name.	
multitude	A large number of people or things.	
murderer	A person who commits murder.	
museum	A building displaying objects of historical interest.	
mushroom	A fungal growth with a stem and cap.	
musical	Related to music or a theatrical performance with songs.	
musician	A person who plays musical instruments or composes music.	
muslim	A follower of the religion of Islam.	
must	Something that is necessary or required.	
mustard	A pungent yellow condiment.	
mystery	Something that is difficult to understand or explain.	
myth	A traditional story explaining natural phenomena.	
naan	A type of flatbread from South Asian cuisine.	
narration	The telling of a story.	
narrative	A spoken or written account of events.	
narrow	A confined or restricted space.	
nationalist	A person who advocates for national independence.	
nationality	The status of belonging to a particular nation.	
nausea	A feeling of sickness with an inclination to vomit.	
navy	The branch of armed services that conducts warfare at sea.	
necessity	The fact of being required or indispensable.	
negative	Something that is harmful or undesirable.	
neon	A chemical element used in bright signs.	
nerd	A person devoted to intellectual pursuits.	
nerve	A fiber that carries impulses in the body.	
opera	A dramatic work set to music.	
oppression	Cruel or unjust treatment or control.	
orange	A round citrus fruit with orange skin.	
orbit	The curved path of an object around a star or planet.	
ordinance	A local law or regulation.	
organ	A part of the body with a specific function.	
organism	An individual living being.	
orient	The eastern part of the world.	
ornament	A decorative object.	
ostrich	A large flightless bird native to Africa.	
ounce	A unit of weight equal to about 28 grams.	
outbreak	A sudden occurrence of disease or violence.	
outlet	A point where something can be released or sold.	
outrage	An extremely strong reaction of anger.	
outset	The beginning of something.	
overcoat	A long warm coat worn over other clothing.	
overflow	An excess amount that cannot be contained.	
oversight	An unintentional failure to notice something.	
overtime	Time worked beyond normal working hours.	
overture	An orchestral piece at the beginning of an opera.	
oxygen	A chemical element essential for life.	
oyster	A marine mollusk with a rough shell.	
pact	A formal agreement between individuals or parties.	
pad	A thick piece of soft material.	
paint	A colored substance for decorating surfaces.	
painter	A person who paints buildings or creates art.	
pal	A friend or companion.	
palace	A large and impressive building.	
palm	The inner surface of the hand.	
pan	A flat cooking utensil.	
pancake	A thin flat cake cooked on a griddle.	
panda	A large black and white bear from China.	
panic	Sudden uncontrollable fear or anxiety.	
panther	A large wild cat.	
pants	Clothing worn from waist to ankles.	
paradise	An ideal place of complete happiness.	
paralysis	Loss of muscle function in part of the body.	
parcel	An object wrapped for sending by mail.	
pardon	Forgiveness for an offense.	
parliament	A legislative body of government.	
parsley	A herb used for flavoring food.	
particle	A minute portion of matter.	
particular	A specific detail or item.	
partition	A structure dividing a space.	
pie	A baked dish with pastry crust.	
pig	A domesticated mammal raised for meat.	
pigeon	A grey bird common in cities.	
pilgrim	A person on a religious journey.	
pill	A small round mass of medicine.	
pin	A thin pointed fastener.	
pinch	An act of gripping between finger and thumb.	
pine	An evergreen coniferous tree.	
pineapple	A tropical fruit with spiky skin.	
pink	A pale red color.	
pipe	A tube for conveying water or gas.	
pit	A large hole in the ground.	
pitchfork	A farm tool with sharp prongs.	
pity	The feeling of sorrow for someone's misfortune.	
pizza	An Italian dish with cheese and toppings.	
placement	The action of putting someone in a particular position.	
plague	A contagious disease or trouble.	
plaintiff	A person who brings a case in court.	
planet	A celestial body orbiting the sun.	
plantation	A large estate for growing crops.	
plateau	An area of relatively level high ground.	
platoon	A subdivision of military company.	
playground	An outdoor area for children to play.	
plea	A request made in an urgent manner.	
pledge	A solemn promise or commitment.	
plow	A farming tool for turning soil.	
plum	A sweet juicy fruit with smooth skin.	
plump	The quality of being full and rounded.	
pocket	A small bag sewn into clothing.	
poetry	Literary work in verse form.	
pointer	Something that points or indicates direction.	
poison	A substance that causes death or harm.	
pole	A long thin piece of wood or metal.	
policeman	A male member of a police force.	
politician	A person active in government or politics.	
poll	A voting process or survey of opinion.	
pond	A small body of still water.	
pop	A short explosive sound.	
popcorn	Corn kernels heated until they burst.	
pope	The head of the Roman Catholic Church.	
pork	The meat from pigs.	
port	A harbor or left side of a ship.	
portion	A part of something larger.	
positive	Something constructive or affirmative.	
possession	The state of owning something.	
posture	The position of a person's body.	
potassium	A chemical element essential for life.	
potato	An edible tuber.	
potter	A person who makes pottery.	
pottery	Pots and dishes made of clay.	
proton	A positively charged subatomic particle.	
proxy	The authority to represent someone else.	
psyche	The human soul, mind, or spirit.	
puddle	A small pool of liquid on ground.	
pull	The action of drawing toward oneself.	
pulse	The regular beating of blood through body.	
pump	A machine for moving fluids.	
pumpkin	A large orange vegetable.	
punishment	The infliction of penalty for wrongdoing.	
pupil	A student or opening in the eye.	
purity	The condition of being pure.	
purse	A small bag for carrying money.	
push	The action of applying force away.	
puzzle	A game testing ingenuity.	
qualification	A quality that makes someone suitable.	
quarrel	An angry argument or disagreement.	
query	A question or inquiry.	
quiz	A short informal test.	
quota	A limited share of something.	
quotation	A group of words taken from text.	
rabbit	A small mammal with long ears.	
rack	A framework for holding things.	
racket	A loud unpleasant noise or equipment for sports.	
radiation	The emission of energy as waves or particles.	
radish	A pungent-tasting root vegetable.	
raft	A flat structure for traveling over water.	
rage	Violent uncontrollable anger.	
rail	A bar forming part of track.	
railway	A track or set of tracks for trains.	
rainbow	An arc of colors formed in sky.	
raise	An increase in salary.	
raisin	A dried grape; a sweet wrinkled fruit often used in baking.	
rally	A mass meeting or recovery.	
ram	A male sheep or battering device.	
ranch	A large farm for raising horses or cattle.	
raspberry	A soft red fruit.	
rat	A rodent resembling a large mouse.	
ravage	The destructive effects of something.	
raven	A large black bird.	
ray	A beam of light or energy.	
re	The second note of a musical scale.	
reader	A person who reads.	
readiness	The state of being prepared.	
residence	A person's home.	
resistance	The refusal to accept something.	
resolve	Firm determination to do something.	
resonance	The quality of being deep and reverberating.	
resort	A place for holidays.	
restoration	The action of returning something to a former condition.	
resume	A brief account of career and qualifications.	
resurrection	The action of rising from the dead.	
retreat	An act of moving back or withdrawing.	
revenge	The action of inflicting hurt in return for injury.	
reverence	Deep respect for someone or something.	
reverse	A complete change of direction or position.	
revision	The action of revising something.	
revival	An improvement in condition or strength.	
revolt	An attempt to end the authority of a person.	
rhyme	Correspondence of sound in words or lines.	
rhythm	A strong, regular, repeated pattern of sound.	
ribbon	A long, narrow strip of fabric.	
riches	Material wealth.	
riddle	A question or statement requiring thought.	
rifle	A gun with a long spirally grooved barrel.	
rig	An apparatus or structure for a purpose.	
right	Correctness; proper side; entitlement; correct; proper.	
riot	A violent disturbance by a crowd.	
ripple	A small wave or series of waves.	
rise	An upward movement or increase.	
rite	A religious or ceremonial act.	
ritual	A religious or solemn ceremony.	
roast	A piece of meat for roasting.	
robber	A person who commits robbery.	
robbery	The action of taking property unlawfully.	
robe	A long loose outer garment.	
rocket	A cylindrical projectile that can be propelled.	
rod	A thin straight bar of wood or metal.	
roll	A cylinder formed by winding material.	
roman	A citizen of ancient Rome.	
romance	A feeling of excitement associated with love.	
roof	The structure covering the top of building.	
rope	A length of thick strong cord.	
rose	A prickly shrub with fragrant flowers.	
rot	The process of decay.	
rub	The action of applying pressure and movement.	
rubber	A tough elastic polymeric substance.	
ruby	A precious stone, a variety of corundum.	
seafood	Edible sea fish or shellfish.	
seal	A device for making an impression in wax.	
seasoning	Salt, herbs, or spices added to food.	
seaweed	Large algae growing in the sea.	
sect	A group with different religious beliefs.	
seed	A plant embryo capable of developing.	
segment	Each of the parts into which something is divided.	
seizure	The action of capturing someone or something.	
semblance	The outward appearance or apparent form.	
semiconductor	A substance with electrical conductivity.	
sensation	A physical feeling or perception.	
sentence	A set of words that is complete in itself.	
sentiment	A view or opinion that is held or expressed.	
separation	The action of moving apart.	
september	The ninth month of the year.	
seriousness	The quality of being serious.	
serpent	A large snake; a reptile that moves by slithering.	
servant	A person who performs duties for others.	
serviceman	A man serving in the armed forces.	
sesame	A tropical plant grown for its oil-rich seeds.	
set	A group of similar things that belong together.	
severity	The fact of being very serious.	
shaft	A long narrow part connecting other parts.	
shampoo	A liquid soap for washing hair.	
shark	A large sea fish with triangular fin.	
sheep	A domesticated ruminant mammal.	
sheet	A large rectangular piece of fabric.	
shell	The hard protective outer case.	
shellfish	An aquatic animal having a shell.	
shepherd	A person who tends sheep.	
sherbet	A frozen dessert made from fruit juice.	
sherry	A fortified wine.	
shield	A broad piece of armor.	
ship	A large boat for transporting people.	
shit	Feces or something worthless.	
shiver	A momentary trembling movement.	
shore	The land along edge of sea.	
downsizing	Reducing company size by eliminating jobs.	
downstairs	On or to a lower floor.	
downturn	A decline in activity or fortune.	
doze	To sleep lightly.	
drag	To pull along the ground.	
drawback	A disadvantage or problem.	
droop	To bend or hang downward.	
dwarf	A person of unusually small stature.	
dynamic	Characterized by constant change.	
earnest	Showing sincere conviction.	
ebb	Movement of tide away from shore.	
eccentricity	Quality of being unconventional.	
economist	Expert in economics.	
ecosystem	Biological community and environment.	
edible	Safe and suitable for eating; fit for consumption.	
eightieth	Ordinal number for 80.	
eighty	Number equivalent to 80.	
electric	Relating to electricity.	
electrolysis	Chemical decomposition by electric current.	
electrolyte	Substance that conducts electricity.	
electromagnet	Magnet powered by electric current.	
electromagnetism	Interaction of electric and magnetic fields.	
eleven	Number equivalent to 11.	
eleventh	Ordinal number for 11.	
elm	Deciduous tree with serrated leaves.	
embarrassment	Feeling of awkwardness or shame.	
enclosure	Area surrounded by barrier.	
encore	Repeated performance by popular demand.	
encouragement	Action of giving support or confidence.	
fringe	Decorative border of threads.	
fuck	Vulgar slang for sexual intercourse.	
fundamental	Basic principle or rule.	
fur	Thick hair of animal.	
furrow	Long narrow trench in ground.	
fuse	Safety device that prevents overload.	
gallop	Fastest pace of horse.	
gamble	Play games of chance for money.	
ganges	Sacred river in India.	
gape	Stare with mouth open.	
gene	Unit of heredity in living organisms.	
generality	Statement or principle lacking detail.	
generalization	General statement from specific cases.	
genetics	Study of heredity.	
genome	Complete set of DNA.	
gentry	People of good social position.	
geology	Science of earth's structure.	
german	Person from Germany.	
glacier	Slow-moving mass of ice.	
glare	Strong dazzling light.	
glossy	Smooth and shiny surface.	
goldfish	Small orange ornamental fish.	
goodness	Virtue; quality of being good; excellence; kindness.	
goods	Merchandise or possessions.	
goose	Large waterfowl with long neck.	
gorge	Narrow valley with steep sides.	
grapefruit	Large citrus fruit.	
grasshopper	Jumping insect with long hind legs.	
gravel	Small stones used for paths.	
gray	Color between black and white.	
graze	Feed on growing grass.	
grazing	Feeding on grass in field.	
great	Of large size or extent.	
greenhouse	Glass building for growing plants.	
greyhound	Slender racing dog.	
grind	Reduce to powder by crushing.	
grocery	Food and household goods.	
gross	Total amount before deductions.	
grotesque	Comically distorted in appearance.	
grove	Small group of trees.	
grub	Larva of insect.	
grumble	Complain in low voice.	
guideline	General rule or principle.	
guild	Association of craftsmen.	
guitarist	Person who plays guitar.	
gunshot	Firing of gun or wound.	
gush	Flow rapidly in large quantity.	
gust	Sudden strong wind.	
half-life	Time for radioactive decay.	
ham	Meat from pig's leg.	
hamster	Small rodent with cheek pouches.	
handicraft	Activity requiring manual skill.	
hang	Suspend from above.	
harassment	Aggressive pressure or intimidation.	
hardness	Quality of being hard.	
hardy	Capable of enduring harsh conditions.	
harmonica	Small wind instrument.	
haul	Pull or drag with effort.	
have	To possess or own; to hold or contain something.	
hawaii	US state consisting of islands.	
headquarters	Main offices of organization.	
healing	Process of becoming healthy.	
heath	Area of uncultivated land.	
heather	Evergreen shrub with small flowers.	
heave	Lift with great effort.	
herbicide	Chemical substance used to kill unwanted plants.	
hereafter	Life after death; the future.	
heritage	Property or traditions passed down through generations.	
herring	Silver fish commonly eaten as food.	
hick	Unsophisticated person from rural area.	
hide	Animal skin or place of concealment.	
hierarchy	System of organization with levels of authority.	
highness	Title used to address royalty.	
hike	Long walk in countryside or wilderness.	
